NAME_LATN,NUTS_ID,NUTS_NAME,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Rheinland-Pfalz,DEB,Rheinland-Pfalz,13,28,8,21,19,7,7,8,3,0,8,0,4,3,4,12,22,21,30,27,7,0,0,3,9,13,4,13,4,7,3,3,5,0,6,23,14,0,0,13,13,7,6,12,0,6,6,3,0,3,0,3,0,0,0,0,0,12,4,21,4,0,3,4,0,10,0,0,3,0,3,0,5,3,4,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0
Provence-Alpes-Côte d’Azur,FRL,Provence-Alpes-Côte d’Azur,10,31,14,25,16,7,6,5,3,3,10,7,7,4,3,4,13,7,35,15,3,3,4,14,10,5,10,11,4,20,7,3,8,3,10,10,6,0,4,3,7,3,6,17,0,6,8,4,4,0,0,4,0,3,4,0,0,6,0,9,5,0,12,0,0,6,0,0,0,0,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Östra Sverige,SE1,Östra Sverige,4,16,6,9,14,3,12,3,7,0,3,0,0,5,0,16,0,10,20,11,9,5,6,3,3,0,0,4,0,0,0,4,0,6,3,3,6,0,4,12,6,0,0,0,0,3,0,6,0,3,4,0,8,3,3,0,0,4,7,10,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
Mecklenburg-Vorpommern,DE8,Mecklenburg-Vorpommern,12,10,9,15,15,5,0,15,10,0,6,0,0,6,3,11,14,21,23,13,7,0,0,0,0,0,3,11,0,4,0,7,0,0,0,13,14,3,0,19,10,4,4,6,6,4,4,0,0,6,6,0,5,3,0,0,0,9,0,12,0,0,0,4,0,7,0,0,3,0,0,0,3,3,5,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Södra Sverige,SE2,Södra Sverige,9,17,11,6,12,3,12,10,14,0,7,0,0,4,3,18,7,6,21,13,10,5,3,0,3,4,6,4,0,4,4,4,0,6,6,6,13,3,7,21,12,3,5,4,0,3,3,6,0,8,8,4,9,3,3,0,7,7,6,14,4,0,3,5,0,0,0,0,0,0,4,3,3,0,0,0,0,0,5,0,0,0,0,4,5,0,0,0,0,4,0,0,0,0,0
Occitanie,FRJ,Occitanie,13,30,18,36,27,3,8,7,4,3,17,4,4,13,6,5,18,13,39,9,0,12,0,8,6,3,4,7,3,24,6,8,12,0,12,16,6,3,5,4,12,4,9,17,3,4,8,3,3,9,0,6,3,3,0,4,0,3,0,10,13,0,7,3,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Serbia - jug,RS2,Србија - југ,22,31,18,20,25,12,8,14,3,8,9,3,5,7,19,10,7,18,44,39,9,5,12,11,14,17,17,16,7,20,29,10,11,4,19,19,12,0,14,3,25,4,0,17,9,10,11,6,6,7,3,3,0,4,0,0,0,5,9,19,7,10,0,0,0,3,0,0,0,0,0,0,0,3,3,5,0,0,0,0,4,4,3,0,0,0,3,0,0,0,0,0,0,0,0
Norge,NO0,Norge,8,11,21,17,14,10,13,23,13,6,13,10,6,11,6,16,7,12,12,8,19,6,8,5,8,7,9,6,3,3,4,6,8,7,5,11,5,5,6,16,8,13,5,3,4,7,4,6,6,11,7,7,8,3,3,5,9,11,6,5,5,0,4,6,3,0,0,0,4,0,3,4,6,4,3,0,0,9,6,0,0,0,0,6,6,0,7,0,0,5,0,4,0,0,0
Macroregiunea Doi,RO2,Macroregiunea Doi,30,24,19,26,39,29,9,20,7,9,16,6,4,0,22,19,21,18,46,37,21,10,20,6,12,11,15,12,0,17,20,6,18,0,25,19,10,3,10,10,27,3,4,20,6,4,7,3,8,5,7,5,3,4,0,0,3,8,9,22,6,6,0,4,3,0,0,0,6,0,0,0,0,3,3,0,0,0,0,0,5,12,3,0,0,0,3,0,0,0,0,0,0,0,0
Noord-Nederland,NL1,Noord-Nederland,14,15,9,21,14,9,8,5,0,0,4,0,0,3,4,16,19,12,21,13,12,0,0,3,0,14,6,10,0,3,0,0,0,0,0,15,16,0,0,17,8,5,3,8,3,3,0,4,0,0,4,0,0,3,0,0,0,9,6,14,5,0,0,3,0,5,0,0,4,0,0,0,3,3,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0
Nord-Ovest,ITC,Nord-Ovest,11,38,18,34,35,21,15,7,12,3,13,7,9,6,4,8,26,19,36,22,6,3,4,14,13,8,14,11,8,24,12,8,11,3,8,19,24,0,8,9,13,5,7,17,6,6,10,3,7,3,3,6,0,3,4,0,0,12,4,15,8,0,11,0,3,9,0,0,3,0,3,0,6,3,3,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
Makroregion północny,PL6,Makroregion północny,11,18,15,13,22,11,0,22,11,3,3,9,0,3,11,11,13,27,21,26,7,9,6,0,4,3,0,12,0,5,3,5,3,0,3,11,10,6,4,30,11,10,0,6,6,13,9,4,3,11,8,3,11,4,0,0,0,6,0,14,10,0,0,5,0,9,0,0,0,0,0,0,0,8,0,0,0,6,7,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0
London,UKI,London,0,10,7,19,8,7,0,0,0,0,6,0,0,6,4,8,11,0,9,19,4,0,0,0,0,10,0,0,0,0,0,0,0,3,0,3,10,0,0,5,0,0,0,5,0,0,3,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dunántúl,HU2,Dunántúl,7,25,14,20,60,11,0,7,0,5,8,0,8,4,8,8,8,24,36,22,5,0,10,6,8,7,7,18,3,6,14,5,4,0,12,15,9,0,3,8,23,6,0,15,0,0,9,3,0,5,0,0,0,6,0,0,0,7,4,15,5,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Crna Gora,ME0,Црна Гора,6,31,16,18,30,7,7,7,4,5,7,3,3,17,3,12,5,18,38,23,9,3,6,11,17,17,8,4,6,20,28,6,15,0,18,16,8,0,13,3,21,3,0,16,7,9,11,3,6,4,0,3,4,3,0,0,0,5,8,19,4,9,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Makroregion województwo mazowieckie,PL9,Makroregion województwo mazowieckie,11,25,16,4,26,14,0,25,4,3,0,9,0,0,11,11,13,25,28,27,7,8,9,0,4,4,0,13,0,5,6,5,0,0,7,9,10,4,0,27,13,10,0,13,8,16,8,0,4,11,6,4,10,3,0,0,0,0,0,15,3,0,0,5,0,0,0,0,0,0,0,0,3,7,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
Corse,FRM,Corse,9,24,18,16,9,0,6,3,4,0,3,0,4,7,3,3,10,11,37,20,4,0,4,11,6,4,4,7,10,12,6,9,13,0,7,19,11,3,9,3,14,0,4,15,5,3,7,6,4,3,0,3,0,0,0,0,0,5,0,3,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Comunidad de Madrid,ES3,Comunidad de Madrid,12,15,15,32,13,3,9,0,0,4,3,3,0,0,4,0,6,6,26,0,0,3,0,0,4,3,4,7,4,8,0,12,9,0,0,0,5,0,0,0,4,3,0,12,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yugozapadna i Yuzhna tsentralna Bulgaria,BG4,Югозападна и Южна централна България,33,38,15,18,26,18,8,13,0,6,10,6,6,7,9,19,4,17,42,23,9,6,18,8,22,19,19,11,11,29,35,8,18,4,17,25,16,0,11,3,19,3,4,17,9,8,20,9,3,4,3,3,0,3,0,0,4,3,9,19,4,9,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,3,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Vlaams Gewest,BE2,Vlaams Gewest,6,15,9,21,18,7,3,7,0,0,6,0,0,7,5,16,16,9,27,25,4,0,0,3,4,11,3,10,4,3,0,0,4,0,0,14,16,0,3,12,5,3,4,11,0,3,5,4,0,0,4,4,0,0,3,0,0,10,9,15,9,0,4,0,0,3,0,0,4,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Westösterreich,AT3,Westösterreich,10,31,10,19,20,10,12,4,7,3,13,5,8,4,3,12,18,22,32,20,3,3,7,7,8,15,3,10,10,27,15,3,10,0,12,24,15,3,10,9,15,6,9,16,4,10,15,6,8,10,4,7,3,9,0,3,0,8,7,18,4,3,3,3,4,9,0,0,3,0,3,0,5,6,4,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Attiki,EL3,Αττική,8,13,7,3,6,0,7,8,0,3,0,0,7,0,3,3,0,7,9,11,5,4,6,0,8,11,4,3,8,14,16,4,10,0,9,3,0,0,6,0,7,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East of England,UKH,East of England,0,10,7,20,11,7,0,0,0,0,6,0,0,6,5,11,11,0,15,19,8,0,0,3,0,10,0,0,0,0,0,0,0,3,0,5,9,0,0,5,4,0,3,5,0,0,3,3,0,0,0,3,0,0,0,0,3,7,6,0,3,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nordrhein-Westfalen,DEA,Nordrhein-Westfalen,12,28,9,18,19,8,8,10,3,0,4,0,0,4,5,21,17,17,30,25,7,0,0,3,4,11,4,13,4,3,4,0,4,0,8,16,18,0,0,15,9,4,7,11,0,3,5,4,0,3,6,7,3,3,3,0,3,15,9,19,8,0,4,4,0,4,0,0,3,0,0,0,5,3,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
North West (England),UKD,North West (England),0,11,11,15,10,7,7,3,3,0,11,0,0,7,4,11,12,7,8,13,12,3,0,3,0,3,0,0,3,0,0,3,0,5,0,3,14,0,0,3,0,0,5,5,0,0,9,8,0,0,5,8,0,0,0,0,4,6,6,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Eesti,EE0,Eesti,7,21,13,18,12,0,9,14,7,0,3,0,3,3,4,10,7,9,18,22,11,12,4,0,3,0,3,3,0,0,3,5,4,0,0,14,0,0,0,22,11,7,0,3,3,8,9,4,3,9,8,3,7,0,3,0,0,8,3,10,6,0,0,7,5,3,0,0,0,0,0,0,0,9,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hessen,DE7,Hessen,13,32,9,18,18,7,8,10,6,3,8,0,4,3,7,19,22,20,29,27,7,0,0,3,10,10,5,12,4,10,4,4,7,0,6,20,13,0,0,12,10,7,4,12,0,3,5,0,0,4,0,4,0,4,0,0,0,13,4,20,3,0,4,3,0,0,0,0,4,0,0,0,5,4,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Makroregion południowy,PL2,Makroregion południowy,12,26,11,20,31,14,12,22,3,5,6,0,4,3,6,12,12,23,34,27,7,9,8,3,4,9,6,12,0,7,8,5,4,3,11,14,16,0,0,13,20,10,0,14,5,3,7,5,3,7,0,4,4,4,0,0,0,8,3,21,4,0,0,3,0,6,0,0,0,0,0,0,5,0,0,0,0,4,0,0,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0
Malta,MT0,Malta,0,6,8,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manner-Suomi,FI1,Manner-Suomi,7,13,20,19,11,9,8,9,7,3,9,0,4,8,7,11,8,13,21,5,18,7,8,0,10,0,4,4,3,0,3,4,4,4,0,8,3,0,3,21,6,12,3,0,6,7,4,3,0,9,9,4,7,0,4,0,4,6,3,8,0,0,0,9,0,3,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0
Hamburg,DE6,Hamburg,13,4,4,14,11,3,9,8,0,0,4,0,0,0,0,11,13,12,18,10,8,0,0,0,0,3,3,7,0,3,0,7,0,3,0,14,13,0,0,17,5,0,0,3,5,0,0,0,0,3,7,0,3,0,0,0,0,6,0,10,3,0,0,4,0,5,0,0,3,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,LU0,Luxembourg,7,18,7,18,12,4,6,6,0,0,6,0,0,0,4,11,13,8,25,23,7,0,0,0,4,12,0,9,4,6,0,0,3,0,3,15,13,0,0,12,8,0,4,11,0,3,0,0,0,0,0,3,0,0,0,0,0,10,3,20,0,0,3,4,0,4,0,0,0,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Macroregiunea Unu,RO1,Macroregiunea Unu,22,29,12,24,37,11,12,16,3,11,13,7,5,5,12,15,7,22,32,40,13,8,20,18,15,15,16,14,5,23,24,12,16,4,23,20,9,0,11,3,34,3,6,16,5,4,12,5,5,15,4,3,3,4,0,0,3,5,10,17,11,8,0,0,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Kentriki Elláda,EL6,Κεντρική Ελλάδα,13,37,19,14,18,6,11,12,6,3,4,0,9,7,4,11,0,11,28,16,10,5,9,6,11,13,10,6,9,34,22,5,15,6,10,13,3,3,10,3,10,0,0,16,8,6,6,3,6,4,0,0,0,0,0,0,0,3,4,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Voreia Elláda,EL5,Βόρεια Ελλάδα,26,36,18,19,24,0,6,10,0,4,4,4,14,8,9,13,3,17,37,21,10,6,14,12,13,17,15,9,7,32,26,6,20,7,11,18,7,3,10,3,14,0,0,17,9,10,16,3,4,4,0,3,3,0,0,0,3,3,8,22,0,8,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Sachsen-Anhalt,DEE,Sachsen-Anhalt,13,27,9,10,17,7,9,16,7,0,7,0,0,0,3,18,17,26,21,15,4,0,0,0,6,8,6,12,0,4,4,7,3,0,7,14,18,0,0,18,9,7,3,10,5,3,6,0,0,3,5,0,0,3,0,0,0,11,3,19,4,0,0,4,0,7,0,0,3,0,0,0,4,3,5,0,0,4,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0
Åland,FI2,Åland,3,7,6,3,10,0,5,7,0,0,6,0,4,3,0,9,3,8,9,0,6,3,3,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,8,4,3,0,0,0,3,3,0,0,9,5,0,6,0,0,0,3,4,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danmark,DK0,Danmark,12,15,7,3,15,0,9,18,4,0,7,0,0,7,0,14,11,7,14,12,12,3,4,3,0,3,0,7,0,4,0,4,0,5,0,8,12,3,3,18,12,3,5,4,4,0,3,8,0,9,7,4,9,7,0,0,5,6,6,9,5,0,0,6,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Makroregion wschodni,PL8,Makroregion wschodni,15,30,18,21,32,28,9,24,11,3,7,9,0,3,10,12,14,26,30,31,9,10,10,0,5,5,3,14,0,8,6,8,6,0,13,12,12,6,3,28,19,11,0,14,5,12,7,5,6,11,7,4,10,4,0,0,0,8,0,17,4,0,0,5,0,0,0,0,0,0,0,0,4,7,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Macroregiunea Patru,RO4,Macroregiunea Patru,26,33,12,22,38,15,9,15,4,7,24,3,8,5,20,16,7,20,50,38,12,6,19,15,12,15,15,15,7,20,28,7,14,4,21,17,16,7,12,3,28,5,3,18,7,3,13,4,6,11,4,3,0,5,0,0,0,5,9,17,15,11,0,0,5,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,8,5,3,0,0,0,4,0,0,0,0,0,0,0,0
Isole,ITG,Isole,5,29,18,13,10,3,9,9,0,3,3,3,4,7,0,11,9,4,34,8,7,0,3,3,8,7,4,4,4,20,11,9,8,0,13,16,0,3,4,0,9,0,3,21,4,6,8,3,3,6,0,0,0,0,0,0,0,0,3,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
Severna i Yugoiztochna Bulgaria,BG3,Северна и Югоизточна България,29,27,14,24,30,26,9,16,4,6,10,6,6,3,13,13,11,18,51,37,9,7,20,3,16,13,18,13,6,23,24,6,18,3,15,25,16,0,11,3,24,0,3,18,12,7,10,0,3,6,3,0,3,5,0,0,0,4,10,18,5,11,0,0,0,4,0,0,0,0,0,0,0,3,4,4,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,3
Noreste,ES2,Noreste,14,18,20,44,16,4,15,6,4,3,13,5,3,9,6,7,15,14,34,3,0,8,0,3,10,3,6,11,4,19,5,10,16,3,8,15,9,4,3,3,12,4,3,17,3,3,5,3,3,3,0,6,3,3,0,0,0,0,3,8,6,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Auvergne-Rhône-Alpes,FRK,Auvergne-Rhône-Alpes,16,29,23,42,18,7,9,6,7,3,17,3,6,11,6,7,16,18,40,22,3,5,3,12,13,10,7,11,7,27,9,8,10,3,11,13,14,4,9,9,14,8,7,18,0,5,16,6,5,4,0,8,0,3,4,4,0,6,4,18,8,0,14,6,0,8,0,0,0,3,3,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0
Yorkshire and the Humber,UKE,Yorkshire and the Humber,0,13,9,14,10,7,6,0,0,0,6,3,0,8,4,11,11,4,9,9,11,3,0,5,0,7,3,0,0,0,0,0,0,5,0,3,5,0,0,0,3,3,5,4,0,4,0,0,0,0,4,4,0,3,0,0,4,6,7,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West-Nederland,NL3,West-Nederland,11,11,10,23,15,10,5,6,0,0,4,0,0,5,6,14,19,14,23,15,8,0,0,0,3,11,10,10,3,0,4,0,3,0,3,15,14,0,0,15,7,3,4,10,0,3,5,4,0,0,4,0,0,0,0,0,0,7,10,15,9,0,3,3,0,3,0,0,4,0,0,0,4,3,0,0,0,5,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0
Noroeste,ES1,Noroeste,12,18,15,35,11,0,9,4,3,3,4,3,3,3,6,8,10,7,22,3,0,3,0,0,4,4,3,6,0,9,0,11,10,0,3,6,6,0,0,4,4,3,3,14,4,3,3,0,3,3,0,5,3,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireland,IE0,Ireland,5,10,7,26,8,3,9,4,7,0,11,3,4,9,3,14,8,9,7,5,11,0,0,3,0,4,3,3,0,0,3,3,3,0,4,6,5,0,0,0,0,0,4,0,4,0,5,0,0,0,0,8,0,0,0,0,4,7,5,8,0,0,0,6,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Scotland,UKM,Scotland,4,11,6,16,10,3,14,4,11,0,10,4,4,6,4,8,11,4,6,5,12,0,0,4,0,4,0,3,0,3,0,0,0,4,0,4,0,3,6,4,3,5,6,0,0,5,4,4,0,3,4,7,0,0,0,3,5,6,7,3,0,0,0,7,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Midlands (England),UKF,East Midlands (England),0,13,7,22,11,8,0,0,0,0,3,0,0,6,4,11,10,0,8,19,8,3,0,3,0,10,0,0,0,3,0,0,0,4,0,3,9,0,0,5,3,3,3,5,0,0,3,3,0,0,0,4,0,0,0,0,3,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Makroregion centralny,PL7,Makroregion centralny,10,20,9,9,31,25,9,22,3,3,3,7,3,0,12,10,13,27,29,20,7,9,5,0,4,4,3,13,0,5,4,8,4,0,10,9,16,3,0,22,15,12,0,13,9,11,7,0,3,7,3,4,10,4,0,0,0,4,3,17,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Schleswig-Holstein,DEF,Schleswig-Holstein,13,11,4,13,12,4,9,13,3,0,4,0,0,3,0,12,14,14,18,12,8,0,0,0,0,3,3,12,0,4,0,7,0,4,3,15,13,3,0,19,8,4,0,3,5,3,3,0,0,4,8,0,3,6,0,0,3,7,0,12,7,0,0,4,0,6,0,0,3,0,0,0,6,3,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niedersachsen,DE9,Niedersachsen,13,26,9,16,16,7,9,13,6,0,4,0,0,4,4,21,21,21,21,16,12,0,0,0,3,13,5,12,3,4,4,7,3,3,11,16,17,0,0,18,8,6,7,11,5,3,5,4,0,3,6,0,3,6,0,0,3,13,7,18,6,0,4,4,0,7,0,0,4,0,0,0,5,3,4,0,0,4,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0
Hauts-de-France,FRE,Hauts-de-France,10,11,14,24,22,10,3,6,4,0,7,0,0,7,5,16,16,10,25,24,5,3,0,0,5,11,7,10,6,10,0,0,9,0,0,17,14,0,7,11,8,3,3,11,0,3,7,4,0,0,3,7,0,0,0,0,0,9,7,20,14,0,4,3,0,5,0,0,0,0,3,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Serbia - sever,RS1,Србија - север,6,26,15,16,26,3,6,6,0,6,8,0,10,5,8,8,0,17,39,27,8,3,10,7,9,13,6,17,5,14,22,7,9,0,14,15,12,0,9,0,28,4,0,16,4,4,9,0,4,6,0,0,0,3,0,0,0,5,8,15,0,10,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,3,3,0,0,0,3,0,0,0,0,0,0,0,0
